Address,Neighborhood,Bedrooms,Bathrooms,Square Meters,Building Age,Garden,Garage,Floors,Property Type,Heating Type,Balcony,Interior Style,View,Materials,Building Status,Price (£),Mapped_location,Unnamed: 0,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,No. of Receptions,Location,City/County,Postal Code
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,570,Westbourne Park Road,4750000,New development,2552,4,4,4,Notting Hill,London,W2 5PH
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,762,Arundel Gardens,1350000,Flat / Apartment,628,1,1,1,Notting Hill,London,W11 2LB
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,936,Stanley Crescent,3450000,Penthouse,1575,2,2,2,Notting Hill,London,W11 2NA
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,1199,Westbourne Park Road,4500000,House,2742,6,6,6,Notting Hill,London,W2 5PH
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,1281,Clarendon Road,3600000,House,1831,5,5,5,Notting Hill,London,W11 2HW
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,2873,Porchester Road,899995,Flat / Apartment,834,2,2,2,Notting Hill,London,W2 5DP
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,2920,Pembridge Villas,1795000,Flat / Apartment,1118,2,2,2,Notting Hill,London,W11 3EL
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,2977,Chepstow Road,1550000,Flat / Apartment,1227,2,2,2,Notting Hill,London,W2 5BH
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,3037,Ladbroke Grove,485000,Flat / Apartment,454,1,1,1,Notting Hill,London,W11 1PG
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,3141,Hereford Road,725000,Flat / Apartment,521,1,1,1,Notting Hill,London,W2 5AJ
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,3219,Northumberland Place,3250000,House,1929,4,4,4,Notting Hill,London,W2 5BS
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,3262,Arundel Gardens,9500000,House,4683,6,6,6,Notting Hill,London,W11 2LB
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,3428,Kensington Park Road,9000000,House,3932,4,4,4,Notting Hill,London,W11 3BU
32 Regent Street,Notting Hill,3,3,152,66,Yes,Yes,3,Detached House,Gas Heating,No Balcony,Industrial,City,Laminate Flooring,New,2432000,Kensington and Chelsea,3430,Pembridge Villas,5950000,New development,2770,2,2,2,Notting Hill,London,W11 2SU
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,171,Redcliffe Gardens,1195000,Flat / Apartment,872,2,2,2,Chelsea,London,SW10 9HA
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,206,Radnor Walk,3450000,House,1820,5,5,5,Chelsea,London,SW3 4BN
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,766,Sloane Court East,750000,Flat / Apartment,599,1,1,1,Chelsea,London,SW3 4TQ
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,791,Radnor Walk,3550000,House,1986,5,5,5,Chelsea,London,SW3 4BP
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,965,Drayton Gardens,4750000,House,3104,6,6,6,Chelsea,London,SW10 9RY
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,1005,Wellington Square,3950000,House,2530,6,6,6,Chelsea,London,SW3 4NW
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,1117,Smith Terrace,2975000,House,2041,3,3,3,Chelsea,London,SW3 4DL
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,1756,Old Church Street,500000,Flat / Apartment,373,1,1,1,Chelsea,London,SW3 5BZ
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,2568,Markham Street,2950000,House,1415,3,3,3,Chelsea,London,SW3 3NP
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,3025,Cathcart Road,6250000,House,3215,5,5,5,Chelsea,London,SW10 9NN
77 Bond Street,Chelsea,3,3,185,73,Yes,Yes,2,Semi-Detached,Central Heating,No Balcony,Minimalist,Garden,Marble,Renovated,2960000,Kensington and Chelsea,3471,Herbert Crescent,4950000,Flat / Apartment,1581,3,3,3,Chelsea,London,SW1X 0HB
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,395,Wimbolt Street,1999995,House,1935,5,5,5,Shoreditch,London,E2 7BX
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,1846,Chilton Street,625000,Flat / Apartment,842,1,1,1,Shoreditch,London,E2 6EA
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,1919,City Road,500000,Flat / Apartment,551,1,1,1,Shoreditch,London,EC1V 1AG
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,1937,Provost Street,500000,Flat / Apartment,508,1,1,1,Shoreditch,London,N1 7NB
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,1960,Baxendale Street,950000,House,987,2,2,2,Shoreditch,London,E2 7BY
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,2056,City Road,2000000,New development,1342,3,3,3,Shoreditch,London,EC1V 1AZ
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,2057,City Road,1000000,New development,772,2,2,2,Shoreditch,London,EC1V 1AZ
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,2061,City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,2366,City Road,1000000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,2473,City Road,1977000,New development,1075,2,2,2,Shoreditch,London,EC1V 1AA
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,2474,City Road,2379000,New development,1372,3,3,3,Shoreditch,London,EC1V 1AA
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,2475,City Road,2899000,New development,1594,3,3,3,Shoreditch,London,EC1V 1AA
101 Fleet Street,Shoreditch,3,3,101,32,No,No,3,Apartment,Gas Heating,Low-level Balcony,Classic,Garden,Granite,New,740666,Hackney,3283,Worship Street,1100000,Flat / Apartment,1024,2,2,2,Shoreditch,London,EC2A 2AH
52 Regent Street,Kensington,1,1,118,18,Yes,No,3,Apartment,Central Heating,High-level Balcony,Modern,City,Marble,Renovated,1494666,Kensington and Chelsea,507,Queen's Gate Gardens,1595000,Flat / Apartment,1170,2,2,2,Kensington,London,SW7 5RR
52 Regent Street,Kensington,1,1,118,18,Yes,No,3,Apartment,Central Heating,High-level Balcony,Modern,City,Marble,Renovated,1494666,Kensington and Chelsea,1501,Pembroke Walk,3300000,House,1889,4,4,4,Kensington,London,W8 6PQ
52 Regent Street,Kensington,1,1,118,18,Yes,No,3,Apartment,Central Heating,High-level Balcony,Modern,City,Marble,Renovated,1494666,Kensington and Chelsea,3349,Kensington Church Street,3950000,New development,1924,3,3,3,Kensington,London,W8 7LP
52 Regent Street,Kensington,1,1,118,18,Yes,No,3,Apartment,Central Heating,High-level Balcony,Modern,City,Marble,Renovated,1494666,Kensington and Chelsea,3448,Pembroke Square,4950000,House,2881,4,4,4,Kensington,London,W8 6PD
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,395,Wimbolt Street,1999995,House,1935,5,5,5,Shoreditch,London,E2 7BX
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,1846,Chilton Street,625000,Flat / Apartment,842,1,1,1,Shoreditch,London,E2 6EA
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,1919,City Road,500000,Flat / Apartment,551,1,1,1,Shoreditch,London,EC1V 1AG
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,1937,Provost Street,500000,Flat / Apartment,508,1,1,1,Shoreditch,London,N1 7NB
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,1960,Baxendale Street,950000,House,987,2,2,2,Shoreditch,London,E2 7BY
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,2056,City Road,2000000,New development,1342,3,3,3,Shoreditch,London,EC1V 1AZ
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,2057,City Road,1000000,New development,772,2,2,2,Shoreditch,London,EC1V 1AZ
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,2061,City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,2366,City Road,1000000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,2473,City Road,1977000,New development,1075,2,2,2,Shoreditch,London,EC1V 1AA
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,2474,City Road,2379000,New development,1372,3,3,3,Shoreditch,London,EC1V 1AA
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,2475,City Road,2899000,New development,1594,3,3,3,Shoreditch,London,EC1V 1AA
24 Park Lane,Shoreditch,1,1,65,56,No,Yes,1,Detached House,Central Heating,No Balcony,Classic,City,Marble,Old,715000,Hackney,3283,Worship Street,1100000,Flat / Apartment,1024,2,2,2,Shoreditch,London,EC2A 2AH
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,21,Devonshire Close,5500000,House,3016,4,4,4,Marylebone,London,W1G 7BA
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,72,Weymouth Mews,3500000,House,1763,4,4,4,Marylebone,London,W1G 7EB
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,73,Portland Place,2100000,Flat / Apartment,1208,3,3,3,Marylebone,London,W1B 1NX
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,178,Devonshire Mews South,3750000,House,3256,3,3,3,Marylebone,London,W1G 6QW
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,474,Montagu Mews North,2500000,House,1323,3,3,3,Marylebone,London,W1H 2JR
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,707,Devonshire Street,875000,Flat / Apartment,570,2,2,2,Marylebone,London,W1G 6PY
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,708,Luxborough Street,750000,Flat / Apartment,633,2,2,2,Marylebone,London,W1U 5BS
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,741,Bryanston Square,2200000,Flat / Apartment,1163,3,3,3,Marylebone,London,W1H 2DH
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,742,Shillibeer Place,1750000,House,1224,3,3,3,Marylebone,London,W1H 4DR
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,938,Wimpole Mews,2500000,House,1266,3,3,3,Marylebone,London,W1G 8PE
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,1147,Wimpole Mews,1050000,Flat / Apartment,1309,3,3,3,Marylebone,London,W1G 8PD
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,1285,Montagu Square,1375000,Flat / Apartment,1002,2,2,2,Marylebone,London,W1H 2LW
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,1286,Harley Place,1350000,Mews,993,2,2,2,Marylebone,London,W1G 8QE
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,1308,Devonshire Place Mews,3250000,House,1738,3,3,3,Marylebone,London,W1G 6DD
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,1543,Bryanston Square,1995000,Flat / Apartment,1156,3,3,3,Marylebone,London,W1H 2DX
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,1650,Wigmore Place,1950000,Flat / Apartment,1765,2,2,2,Marylebone,London,W1U 2LR
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,1653,Gloucester Place,1050000,Flat / Apartment,848,3,3,3,Marylebone,London,W1U 6AW
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,1710,Lisson Grove,1695000,Flat / Apartment,1636,4,4,4,Marylebone,London,NW1 6LW
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2136,Dukes Mews,4000000,House,2435,3,3,3,Marylebone,London,W1U 3ET
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2195,Weymouth Mews,1575000,Flat / Apartment,979,2,2,2,Marylebone,London,W1G 7EG
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2227,Marylebone High Street,7250000,New development,1991,3,3,3,Marylebone,London,W1U 4PY
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2231,Wesley Street,5250000,House,3092,5,5,5,Marylebone,London,W1G 8PT
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2250,Cato Street,2500000,House,1888,3,3,3,Marylebone,London,W1H 5JH
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2383,Hallam Street,1095000,Flat / Apartment,663,2,2,2,Marylebone,London,W1W 6JN
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2384,Wimpole Street,2575000,Flat / Apartment,1374,3,3,3,Marylebone,London,W1G 8AE
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2525,Portland Place,4900000,Penthouse,2122,2,2,2,Marylebone,London,W1B 1PW
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2622,Portland Place,1050000,Flat / Apartment,631,2,2,2,Marylebone,London,W1B 1NX
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2753,Bickenhall Street,2900000,Penthouse,1455,2,2,2,Marylebone,London,W1U 6BN
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2754,Upper Wimpole Street,11950000,House,7226,5,5,5,Marylebone,London,W1G 6LU
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2785,Dunstable Mews,2250000,House,1269,2,2,2,Marylebone,London,W1G 6BT
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2805,Montagu Square,2595000,Flat / Apartment,1452,3,3,3,Marylebone,London,W1H 2LW
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2864,Nottingham Place,3500000,Flat / Apartment,1956,3,3,3,Marylebone,London,W1U 5NH
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,2905,Balcombe Street,520000,Flat / Apartment,411,1,1,1,Marylebone,London,NW1 6HD
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,3116,Wheatley Street,2200000,Flat / Apartment,1119,2,2,2,Marylebone,London,W1G 8PS
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,3203,Wyndham Street,3650000,House,2390,4,4,4,Marylebone,London,W1H 1DB
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,3251,Harley Street,18500000,House,8603,6,6,6,Marylebone,London,W1G 6BF
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,3253,Upper Wimpole Street,12750000,House,7526,6,6,6,Marylebone,London,W1G 6LG
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,3321,Mansfield Street,4950000,Flat / Apartment,2097,3,3,3,Marylebone,London,W1G 9NF
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,3336,Bryanston Mews West,5250000,House,3108,8,8,8,Marylebone,London,W1H 2BW
34 King's Road,Marylebone,3,2,160,48,No,Yes,2,Semi-Detached,Central Heating,No Balcony,Modern,Park,Laminate Flooring,New,1920000,Westminster,3394,Upper Wimpole Street,14750000,House,9053,9,9,9,Marylebone,London,W1G 6LG
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,395,Wimbolt Street,1999995,House,1935,5,5,5,Shoreditch,London,E2 7BX
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,1461,Quaker Street,799950,Penthouse,842,2,2,2,Shoreditch,London,E1 6SY
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,1846,Chilton Street,625000,Flat / Apartment,842,1,1,1,Shoreditch,London,E2 6EA
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,1919,City Road,500000,Flat / Apartment,551,1,1,1,Shoreditch,London,EC1V 1AG
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,1937,Provost Street,500000,Flat / Apartment,508,1,1,1,Shoreditch,London,N1 7NB
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,1960,Baxendale Street,950000,House,987,2,2,2,Shoreditch,London,E2 7BY
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,2056,City Road,2000000,New development,1342,3,3,3,Shoreditch,London,EC1V 1AZ
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,2057,City Road,1000000,New development,772,2,2,2,Shoreditch,London,EC1V 1AZ
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,2061,City Road,900000,Flat / Apartment,1273,2,2,2,Shoreditch,London,EC1V 2NR
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,2366,City Road,1000000,Flat / Apartment,1173,2,2,2,Shoreditch,London,EC1V 2NR
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,2473,City Road,1977000,New development,1075,2,2,2,Shoreditch,London,EC1V 1AA
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,2474,City Road,2379000,New development,1372,3,3,3,Shoreditch,London,EC1V 1AA
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,2475,City Road,2899000,New development,1594,3,3,3,Shoreditch,London,EC1V 1AA
49 Camden High Street,Shoreditch,4,3,66,47,Yes,Yes,1,Semi-Detached,Underfloor Heating,No Balcony,Industrial,Park,Marble,Renovated,580800,Hackney,3283,Worship Street,1100000,Flat / Apartment,1024,2,2,2,Shoreditch,London,EC2A 2AH
40 King's Road,Chelsea,1,3,104,21,Yes,No,2,Apartment,Gas Heating,No Balcony,Industrial,City,Wood,Old,1386666,Kensington and Chelsea,171,Redcliffe Gardens,1195000,Flat / Apartment,872,2,2,2,Chelsea,London,SW10 9HA
40 King's Road,Chelsea,1,3,104,21,Yes,No,2,Apartment,Gas Heating,No Balcony,Industrial,City,Wood,Old,1386666,Kensington and Chelsea,206,Radnor Walk,3450000,House,1820,5,5,5,Chelsea,London,SW3 4BN
